ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
29,MISSOURI,MO,29189,St. Louis,29189215103,"Census Tract 2151.03, St. Louis County, Missouri",0.0634,0.0893,0.8494,0.2226,0.1384
29,MISSOURI,MO,29095,Jackson,29095015800,"Census Tract 158, Jackson County, Missouri",0.168,0.0029,0.3256,0.8501,0.1391
29,MISSOURI,MO,29189,St. Louis,29189215141,"Census Tract 2151.41, St. Louis County, Missouri",0.0548,0.1412,0.6088,0.3184,0.1399
29,MISSOURI,MO,29189,St. Louis,29189215105,"Census Tract 2151.05, St. Louis County, Missouri",0.0786,0.3977,0.7017,0.0965,0.1406
29,MISSOURI,MO,29115,Linn,29115490100,"Census Tract 4901, Linn County, Missouri",0.2805,0.379,0.062,0.2017,0.1413
29,MISSOURI,MO,29189,St. Louis,29189218012,"Census Tract 2180.12, St. Louis County, Missouri",0.0022,0.3055,0.6297,0.2903,0.142
29,MISSOURI,MO,29165,Platte,29165030209,"Census Tract 302.09, Platte County, Missouri",0.2257,0.2687,0.7666,0.0418,0.1428
29,MISSOURI,MO,29047,Clay,29047021600,"Census Tract 216, Clay County, Missouri",0.1449,0.4755,0.3451,0.1484,0.1435
29,MISSOURI,MO,29189,St. Louis,29189215231,"Census Tract 2152.31, St. Louis County, Missouri",0.1305,0.3213,0.5829,0.1354,0.1442
29,MISSOURI,MO,29189,St. Louis,29189217923,"Census Tract 2179.23, St. Louis County, Missouri",0.1024,0.361,0.5151,0.1707,0.1449
29,MISSOURI,MO,29183,St. Charles,29183310301,"Census Tract 3103.01, St. Charles County, Missouri",0.3475,0.446,0.2003,0.0756,0.1456
29,MISSOURI,MO,29189,St. Louis,29189221302,"Census Tract 2213.02, St. Louis County, Missouri",0.2134,0.1376,0.4222,0.2421,0.1456
29,MISSOURI,MO,29189,St. Louis,29189211332,"Census Tract 2113.32, St. Louis County, Missouri",0.4211,0.2594,0.3854,0.0476,0.1471
29,MISSOURI,MO,29095,Jackson,29095009300,"Census Tract 93, Jackson County, Missouri",0.0721,0.0886,0.5821,0.4035,0.1478
29,MISSOURI,MO,29183,St. Charles,29183311211,"Census Tract 3112.11, St. Charles County, Missouri",0.0375,0.1052,0.8184,0.2731,0.1485
29,MISSOURI,MO,29189,St. Louis,29189220002,"Census Tract 2200.02, St. Louis County, Missouri",0.3677,0.165,0.6369,0.0512,0.1492
29,MISSOURI,MO,29189,St. Louis,29189221332,"Census Tract 2213.32, St. Louis County, Missouri",0.1081,0.1916,0.6131,0.245,0.15
29,MISSOURI,MO,29189,St. Louis,29189217931,"Census Tract 2179.31, St. Louis County, Missouri",0.2264,0.103,0.6974,0.1477,0.1507
29,MISSOURI,MO,29047,Clay,29047021205,"Census Tract 212.05, Clay County, Missouri",0.1291,0.1045,0.6146,0.2997,0.1514
29,MISSOURI,MO,29189,St. Louis,29189217841,"Census Tract 2178.41, St. Louis County, Missouri",0.0447,0.201,0.8055,0.2068,0.1521
29,MISSOURI,MO,29183,St. Charles,29183311602,"Census Tract 3116.02, St. Charles County, Missouri",0.1565,0.513,0.3746,0.1333,0.1528
29,MISSOURI,MO,29095,Jackson,29095013504,"Census Tract 135.04, Jackson County, Missouri",0.1435,0.3293,0.7637,0.0785,0.1536
29,MISSOURI,MO,29189,St. Louis,29189215301,"Census Tract 2153.01, St. Louis County, Missouri",0.0238,0.3228,0.7176,0.2154,0.1543
29,MISSOURI,MO,29189,St. Louis,29189217941,"Census Tract 2179.41, St. Louis County, Missouri",0.2451,0.304,0.4618,0.116,0.155
29,MISSOURI,MO,29019,Boone,29019001702,"Census Tract 17.02, Boone County, Missouri",0.0425,0.438,0.4517,0.2594,0.1557
29,MISSOURI,MO,29095,Jackson,29095013801,"Census Tract 138.01, Jackson County, Missouri",0.1406,0.5908,0.799,0.0281,0.1565
29,MISSOURI,MO,29037,Cass,29037061200,"Census Tract 612, Cass County, Missouri",0.2776,0.4633,0.1938,0.1318,0.1572
29,MISSOURI,MO,29097,Jasper,29097011100,"Census Tract 111, Jasper County, Missouri",0.3857,0.3581,0.2183,0.0944,0.1579
29,MISSOURI,MO,29063,DeKalb,29063080200,"Census Tract 802, DeKalb County, Missouri",0.2934,0.4416,0.0267,0.2212,0.1586
29,MISSOURI,MO,29189,St. Louis,29189215202,"Census Tract 2152.02, St. Louis County, Missouri",0.0202,0.1664,0.7731,0.3055,0.1593
29,MISSOURI,MO,29095,Jackson,29095013916,"Census Tract 139.16, Jackson County, Missouri",0.057,0.3638,0.6073,0.2269,0.1601
29,MISSOURI,MO,29095,Jackson,29095007300,"Census Tract 73, Jackson County, Missouri",0.3237,0.0036,0.3112,0.7241,0.1608
29,MISSOURI,MO,29037,Cass,29037061002,"Census Tract 610.02, Cass County, Missouri",0.3973,0.2406,0.1045,0.2089,0.1615
29,MISSOURI,MO,29189,St. Louis,29189218900,"Census Tract 2189, St. Louis County, Missouri",0.2156,0.152,0.4272,0.2651,0.1622
29,MISSOURI,MO,29189,St. Louis,29189218500,"Census Tract 2185, St. Louis County, Missouri",0.0598,0.2961,0.5937,0.2687,0.1629
29,MISSOURI,MO,29019,Boone,29019001202,"Census Tract 12.02, Boone County, Missouri",0.0404,0.1225,0.6671,0.3941,0.1637
29,MISSOURI,MO,29183,St. Charles,29183312096,"Census Tract 3120.96, St. Charles County, Missouri",0.2322,0.1578,0.5785,0.1909,0.1644
29,MISSOURI,MO,29051,Cole,29051020500,"Census Tract 205, Cole County, Missouri",0.3554,0.3148,0.0159,0.2558,0.1651
29,MISSOURI,MO,29183,St. Charles,29183311422,"Census Tract 3114.22, St. Charles County, Missouri",0.2985,0.2529,0.701,0.0555,0.1658
29,MISSOURI,MO,29189,St. Louis,29189220702,"Census Tract 2207.02, St. Louis County, Missouri",0.1795,0.4942,0.4092,0.1297,0.1665
29,MISSOURI,MO,29099,Jefferson,29099700504,"Census Tract 7005.04, Jefferson County, Missouri",0.4362,0.4078,0.0108,0.1455,0.1673
29,MISSOURI,MO,29189,St. Louis,29189218201,"Census Tract 2182.01, St. Louis County, Missouri",0.0137,0.6542,0.3898,0.2738,0.168
29,MISSOURI,MO,29095,Jackson,29095014501,"Census Tract 145.01, Jackson County, Missouri",0.106,0.3134,0.7118,0.1571,0.1687
29,MISSOURI,MO,29189,St. Louis,29189221624,"Census Tract 2216.24, St. Louis County, Missouri",0.0433,0.3667,0.5965,0.2716,0.1694
29,MISSOURI,MO,29077,Greene,29077004003,"Census Tract 40.03, Greene County, Missouri",0.0944,0.5159,0.4496,0.1981,0.1702
29,MISSOURI,MO,29007,Audrain,29007950200,"Census Tract 9502, Audrain County, Missouri",0.292,0.5173,0.1758,0.139,0.1709
29,MISSOURI,MO,29037,Cass,29037060302,"Census Tract 603.02, Cass County, Missouri",0.1903,0.572,0.2522,0.1758,0.1716
29,MISSOURI,MO,29189,St. Louis,29189215144,"Census Tract 2151.44, St. Louis County, Missouri",0.1514,0.0958,0.8444,0.2075,0.1723
29,MISSOURI,MO,29047,Clay,29047022302,"Census Tract 223.02, Clay County, Missouri",0.1896,0.1448,0.4474,0.3134,0.173
29,MISSOURI,MO,29095,Jackson,29095015200,"Census Tract 152, Jackson County, Missouri",0.15,0.0079,0.6318,0.7176,0.1738
29,MISSOURI,MO,29183,St. Charles,29183311203,"Census Tract 3112.03, St. Charles County, Missouri",0.2603,0.0735,0.7579,0.1787,0.1745
29,MISSOURI,MO,29047,Clay,29047021305,"Census Tract 213.05, Clay County, Missouri",0.1817,0.1419,0.6772,0.214,0.1752
29,MISSOURI,MO,29189,St. Louis,29189219300,"Census Tract 2193, St. Louis County, Missouri",0.0058,0.1333,0.5793,0.5929,0.1759
29,MISSOURI,MO,29095,Jackson,29095014114,"Census Tract 141.14, Jackson County, Missouri",0.1839,0.5151,0.7327,0.0468,0.1766
29,MISSOURI,MO,29047,Clay,29047020901,"Census Tract 209.01, Clay County, Missouri",0.235,0.1196,0.3552,0.3674,0.1774
29,MISSOURI,MO,29189,St. Louis,29189217943,"Census Tract 2179.43, St. Louis County, Missouri",0.0916,0.2507,0.7118,0.2298,0.1781
29,MISSOURI,MO,29183,St. Charles,29183312095,"Census Tract 3120.95, St. Charles County, Missouri",0.2833,0.3631,0.2903,0.1686,0.1788
29,MISSOURI,MO,29051,Cole,29051010701,"Census Tract 107.01, Cole County, Missouri",0.1009,0.3314,0.5771,0.2514,0.1795
29,MISSOURI,MO,29107,Lafayette,29107090602,"Census Tract 906.02, Lafayette County, Missouri",0.3605,0.2205,0.1362,0.2846,0.1802
29,MISSOURI,MO,29077,Greene,29077002600,"Census Tract 26, Greene County, Missouri",0.243,0.3148,0.3761,0.1996,0.181
29,MISSOURI,MO,29021,Buchanan,29021000200,"Census Tract 2, Buchanan County, Missouri",0.2646,0.5994,0.3718,0.0814,0.1817
29,MISSOURI,MO,29073,Gasconade,29073960200,"Census Tract 9602, Gasconade County, Missouri",0.2761,0.6585,0.1758,0.1239,0.1824
29,MISSOURI,MO,29077,Greene,29077004600,"Census Tract 46, Greene County, Missouri",0.3252,0.3365,0.0793,0.2831,0.1831
29,MISSOURI,MO,29095,Jackson,29095014702,"Census Tract 147.02, Jackson County, Missouri",0.248,0.3329,0.5893,0.1088,0.1839
29,MISSOURI,MO,29183,St. Charles,29183311124,"Census Tract 3111.24, St. Charles County, Missouri",0.1687,0.2255,0.5807,0.2493,0.1846
29,MISSOURI,MO,29189,St. Louis,29189221424,"Census Tract 2214.24, St. Louis County, Missouri",0.0685,0.3991,0.5756,0.263,0.1853
29,MISSOURI,MO,29183,St. Charles,29183311151,"Census Tract 3111.51, St. Charles County, Missouri",0.0714,0.3343,0.75,0.1967,0.186
29,MISSOURI,MO,29510,St. Louis City,29510103100,"Census Tract 1031, St. Louis city, Missouri",0.1456,0.0483,0.8163,0.3761,0.1867
29,MISSOURI,MO,29510,St. Louis City,29510103800,"Census Tract 1038, St. Louis city, Missouri",0.1161,0.0951,0.755,0.3293,0.1875
29,MISSOURI,MO,29165,Platte,29165030101,"Census Tract 301.01, Platte County, Missouri",0.2891,0.1009,0.2875,0.3797,0.1882
29,MISSOURI,MO,29127,Marion,29127960100,"Census Tract 9601, Marion County, Missouri",0.1658,0.1369,0.3984,0.4258,0.1889
29,MISSOURI,MO,29097,Jasper,29097010500,"Census Tract 105, Jasper County, Missouri",0.4391,0.2248,0.3329,0.1124,0.1896
29,MISSOURI,MO,29047,Clay,29047022301,"Census Tract 223.01, Clay County, Missouri",0.1399,0.6852,0.214,0.2442,0.1903
29,MISSOURI,MO,29145,Newton,29145020400,"Census Tract 204, Newton County, Missouri",0.2848,0.1585,0.3689,0.2702,0.1903
29,MISSOURI,MO,29099,Jefferson,29099701403,"Census Tract 7014.03, Jefferson County, Missouri",0.3425,0.4107,0.013,0.2781,0.1918
29,MISSOURI,MO,29095,Jackson,29095007400,"Census Tract 74, Jackson County, Missouri",0.2689,0.0187,0.5187,0.5713,0.1925
29,MISSOURI,MO,29077,Greene,29077003900,"Census Tract 39, Greene County, Missouri",0.1651,0.237,0.3804,0.3588,0.1932
29,MISSOURI,MO,29189,St. Louis,29189215102,"Census Tract 2151.02, St. Louis County, Missouri",0.2286,0.0656,0.7925,0.2486,0.1939
29,MISSOURI,MO,29189,St. Louis,29189219100,"Census Tract 2191, St. Louis County, Missouri",0.0252,0.3912,0.4402,0.4128,0.1947
29,MISSOURI,MO,29101,Johnson,29101960100,"Census Tract 9601, Johnson County, Missouri",0.3273,0.2024,0.1585,0.348,0.1954
29,MISSOURI,MO,29135,Moniteau,29135385100,"Census Tract 3851, Moniteau County, Missouri",0.3828,0.2356,0.1405,0.2695,0.1961
29,MISSOURI,MO,29095,Jackson,29095004400,"Census Tract 44, Jackson County, Missouri",0.23,0.1167,0.7226,0.219,0.1968
29,MISSOURI,MO,29183,St. Charles,29183311153,"Census Tract 3111.53, St. Charles County, Missouri",0.0087,0.2622,0.7831,0.3444,0.1975
29,MISSOURI,MO,29163,Pike,29163460200,"Census Tract 4602, Pike County, Missouri",0.3727,0.464,0.0267,0.2277,0.1983
29,MISSOURI,MO,29029,Camden,29029950300,"Census Tract 9503, Camden County, Missouri",0.1918,0.1434,0.5231,0.3379,0.199
29,MISSOURI,MO,29189,St. Louis,29189221503,"Census Tract 2215.03, St. Louis County, Missouri",0.1802,0.1016,0.5403,0.3912,0.199
29,MISSOURI,MO,29189,St. Louis,29189220441,"Census Tract 2204.41, St. Louis County, Missouri",0.1002,0.4114,0.6095,0.2334,0.2004
29,MISSOURI,MO,29131,Miller,29131962500,"Census Tract 9625, Miller County, Missouri",0.4174,0.4316,0.0159,0.2097,0.2012
29,MISSOURI,MO,29099,Jefferson,29099700502,"Census Tract 7005.02, Jefferson County, Missouri",0.323,0.0872,0.3847,0.3343,0.2019
29,MISSOURI,MO,29031,Cape Girardeau,29031880100,"Census Tract 8801, Cape Girardeau County, Missouri",0.3893,0.178,0.0771,0.3667,0.2026
29,MISSOURI,MO,29183,St. Charles,29183310901,"Census Tract 3109.01, St. Charles County, Missouri",0.3598,0.2954,0.3818,0.1282,0.2026
29,MISSOURI,MO,29003,Andrew,29003010400,"Census Tract 104, Andrew County, Missouri",0.3742,0.3718,0.0519,0.2622,0.204
29,MISSOURI,MO,29019,Boone,29019001901,"Census Tract 19.01, Boone County, Missouri",0.2596,0.1952,0.3343,0.3357,0.2048
29,MISSOURI,MO,29095,Jackson,29095014007,"Census Tract 140.07, Jackson County, Missouri",0.1997,0.4287,0.1967,0.3336,0.2055
29,MISSOURI,MO,29047,Clay,29047021206,"Census Tract 212.06, Clay County, Missouri",0.119,0.2226,0.8537,0.188,0.2062
29,MISSOURI,MO,29151,Osage,29151490300,"Census Tract 4903, Osage County, Missouri",0.2127,0.2752,0.013,0.5958,0.2069
29,MISSOURI,MO,29095,Jackson,29095010203,"Census Tract 102.03, Jackson County, Missouri",0.1889,0.2572,0.7514,0.1491,0.2076
29,MISSOURI,MO,29189,St. Louis,29189216900,"Census Tract 2169, St. Louis County, Missouri",0.3627,0.0965,0.4114,0.2853,0.2084
29,MISSOURI,MO,29095,Jackson,29095012802,"Census Tract 128.02, Jackson County, Missouri",0.142,0.3062,0.7053,0.2053,0.2091
29,MISSOURI,MO,29071,Franklin,29071800500,"Census Tract 8005, Franklin County, Missouri",0.3583,0.1916,0.0295,0.4618,0.2098
29,MISSOURI,MO,29189,St. Louis,29189218011,"Census Tract 2180.11, St. Louis County, Missouri",0.2141,0.0447,0.9193,0.2767,0.2105
29,MISSOURI,MO,29189,St. Louis,29189220701,"Census Tract 2207.01, St. Louis County, Missouri",0.1875,0.5663,0.6801,0.0764,0.2112
29,MISSOURI,MO,29019,Boone,29019001103,"Census Tract 11.03, Boone County, Missouri",0.0937,0.121,0.4726,0.5973,0.212
29,MISSOURI,MO,29189,St. Louis,29189217807,"Census Tract 2178.07, St. Louis County, Missouri",0.0981,0.7738,0.4942,0.1441,0.2127
29,MISSOURI,MO,29037,Cass,29037060301,"Census Tract 603.01, Cass County, Missouri",0.1319,0.3804,0.3437,0.3876,0.2134
29,MISSOURI,MO,29031,Cape Girardeau,29031880200,"Census Tract 8802, Cape Girardeau County, Missouri",0.3901,0.4272,0.513,0.0612,0.2141
29,MISSOURI,MO,29027,Callaway,29027070600,"Census Tract 706, Callaway County, Missouri",0.2978,0.2666,0.0432,0.4654,0.2149
29,MISSOURI,MO,29095,Jackson,29095013407,"Census Tract 134.07, Jackson County, Missouri",0.0288,0.3235,0.2875,0.6635,0.2156
29,MISSOURI,MO,29183,St. Charles,29183311122,"Census Tract 3111.22, St. Charles County, Missouri",0.1622,0.4813,0.8098,0.0829,0.2163
29,MISSOURI,MO,29189,St. Louis,29189219500,"Census Tract 2195, St. Louis County, Missouri",0.1442,0.1333,0.3055,0.6477,0.217
29,MISSOURI,MO,29095,Jackson,29095012904,"Census Tract 129.04, Jackson County, Missouri",0.1831,0.1275,0.9568,0.1405,0.2177
29,MISSOURI,MO,29189,St. Louis,29189221502,"Census Tract 2215.02, St. Louis County, Missouri",0.0995,0.3076,0.5893,0.3523,0.2185
29,MISSOURI,MO,29510,St. Louis City,29510102500,"Census Tract 1025, St. Louis city, Missouri",0.4369,0.0389,0.8069,0.1643,0.2192
29,MISSOURI,MO,29189,St. Louis,29189210921,"Census Tract 2109.21, St. Louis County, Missouri",0.1759,0.4827,0.4683,0.2125,0.2199
29,MISSOURI,MO,29510,St. Louis City,29510112400,"Census Tract 1124, St. Louis city, Missouri",0.2841,0.0339,0.4395,0.6001,0.2206
29,MISSOURI,MO,29510,St. Louis City,29510112100,"Census Tract 1121, St. Louis city, Missouri",0.3259,0.0303,0.4186,0.6045,0.2213
29,MISSOURI,MO,29037,Cass,29037061100,"Census Tract 611, Cass County, Missouri",0.204,0.5195,0.2839,0.2709,0.2221
29,MISSOURI,MO,29047,Clay,29047021103,"Census Tract 211.03, Clay County, Missouri",0.4203,0.6945,0.2903,0.054,0.2228
29,MISSOURI,MO,29047,Clay,29047020603,"Census Tract 206.03, Clay County, Missouri",0.4441,0.3343,0.6506,0.0403,0.2235
29,MISSOURI,MO,29510,St. Louis City,29510116301,"Census Tract 1163.01, St. Louis city, Missouri",0.3035,0.0562,0.938,0.152,0.2242
29,MISSOURI,MO,29051,Cole,29051010300,"Census Tract 103, Cole County, Missouri",0.1997,0.5728,0.322,0.237,0.2249
29,MISSOURI,MO,29047,Clay,29047021307,"Census Tract 213.07, Clay County, Missouri",0.1478,0.1722,0.8365,0.2522,0.2257
29,MISSOURI,MO,29095,Jackson,29095012701,"Census Tract 127.01, Jackson County, Missouri",0.2624,0.562,0.4359,0.1261,0.2264
29,MISSOURI,MO,29077,Greene,29077004103,"Census Tract 41.03, Greene County, Missouri",0.075,0.1931,0.7334,0.3919,0.2271
29,MISSOURI,MO,29189,St. Louis,29189217842,"Census Tract 2178.42, St. Louis County, Missouri",0.0454,0.1988,0.8134,0.3746,0.2278
29,MISSOURI,MO,29031,Cape Girardeau,29031881100,"Census Tract 8811, Cape Girardeau County, Missouri",0.3266,0.0526,0.2853,0.6124,0.2286
29,MISSOURI,MO,29189,St. Louis,29189220703,"Census Tract 2207.03, St. Louis County, Missouri",0.1276,0.7241,0.4719,0.1722,0.2293
29,MISSOURI,MO,29211,Sullivan,29211480200,"Census Tract 4802, Sullivan County, Missouri",0.4867,0.3429,0.1491,0.1635,0.23
29,MISSOURI,MO,29095,Jackson,29095013416,"Census Tract 134.16, Jackson County, Missouri",0.142,0.5684,0.9013,0.062,0.2307
29,MISSOURI,MO,29165,Platte,29165030700,"Census Tract 307, Platte County, Missouri",0.2386,0.8415,0.1527,0.1715,0.2314
29,MISSOURI,MO,29099,Jefferson,29099700604,"Census Tract 7006.04, Jefferson County, Missouri",0.3151,0.4553,0.2601,0.2118,0.2322
29,MISSOURI,MO,29225,Webster,29225470301,"Census Tract 4703.01, Webster County, Missouri",0.2567,0.2673,0.3667,0.3213,0.2329
29,MISSOURI,MO,29027,Callaway,29027070500,"Census Tract 705, Callaway County, Missouri",0.2769,0.3141,0.2659,0.3242,0.2336
29,MISSOURI,MO,29031,Cape Girardeau,29031880300,"Census Tract 8803, Cape Girardeau County, Missouri",0.3663,0.3437,0.2558,0.2385,0.2343
29,MISSOURI,MO,29183,St. Charles,29183311311,"Census Tract 3113.11, St. Charles County, Missouri",0.1608,0.1794,0.5439,0.4352,0.235
29,MISSOURI,MO,29510,St. Louis City,29510127600,"Census Tract 1276, St. Louis city, Missouri",0.1507,0.0238,0.6996,0.7277,0.2358
29,MISSOURI,MO,29099,Jefferson,29099700116,"Census Tract 7001.16, Jefferson County, Missouri",0.3482,0.1563,0.6448,0.1772,0.2365
29,MISSOURI,MO,29189,St. Louis,29189217702,"Census Tract 2177.02, St. Louis County, Missouri",0.013,0.3012,0.6535,0.4921,0.2372
29,MISSOURI,MO,29101,Johnson,29101980000,"Census Tract 9800, Johnson County, Missouri",0.4564,0.0468,0.7068,0.2111,0.2379
29,MISSOURI,MO,29183,St. Charles,29183311907,"Census Tract 3119.07, St. Charles County, Missouri",0.2552,0.5324,0.2594,0.2586,0.2386
29,MISSOURI,MO,29173,Ralls,29173470100,"Census Tract 4701, Ralls County, Missouri",0.3785,0.3991,0.2925,0.1765,0.2394
29,MISSOURI,MO,29189,St. Louis,29189221301,"Census Tract 2213.01, St. Louis County, Missouri",0.212,0.5238,0.3919,0.232,0.2401
29,MISSOURI,MO,29189,St. Louis,29189219700,"Census Tract 2197, St. Louis County, Missouri",0.3208,0.1182,0.719,0.2039,0.2408
29,MISSOURI,MO,29189,St. Louis,29189210928,"Census Tract 2109.28, St. Louis County, Missouri",0.398,0.1362,0.8941,0.0663,0.2415
29,MISSOURI,MO,29189,St. Louis,29189211201,"Census Tract 2112.01, St. Louis County, Missouri",0.4614,0.1066,0.4589,0.2061,0.2422
29,MISSOURI,MO,29099,Jefferson,29099701404,"Census Tract 7014.04, Jefferson County, Missouri",0.2206,0.3927,0.0375,0.5764,0.243
29,MISSOURI,MO,29510,St. Louis City,29510104200,"Census Tract 1042, St. Louis city, Missouri",0.2523,0.0231,0.6059,0.6722,0.2437
29,MISSOURI,MO,29099,Jefferson,29099700304,"Census Tract 7003.04, Jefferson County, Missouri",0.2884,0.1311,0.5641,0.3156,0.2444
29,MISSOURI,MO,29189,St. Louis,29189216600,"Census Tract 2166, St. Louis County, Missouri",0.0231,0.1513,0.835,0.4885,0.2451
29,MISSOURI,MO,29189,St. Louis,29189221900,"Census Tract 2219, St. Louis County, Missouri",0.1528,0.4849,0.6218,0.2197,0.2459
29,MISSOURI,MO,29189,St. Louis,29189221422,"Census Tract 2214.22, St. Louis County, Missouri",0.2372,0.6794,0.3588,0.1729,0.2466
29,MISSOURI,MO,29189,St. Louis,29189220442,"Census Tract 2204.42, St. Louis County, Missouri",0.1355,0.3602,0.6434,0.2983,0.2473
29,MISSOURI,MO,29186,Ste. Genevieve,29186960100,"Census Tract 9601, Ste. Genevieve County, Missouri",0.5141,0.3746,0.0187,0.2313,0.248
29,MISSOURI,MO,29095,Jackson,29095014806,"Census Tract 148.06, Jackson County, Missouri",0.1601,0.4042,0.7831,0.1628,0.2487
29,MISSOURI,MO,29095,Jackson,29095014105,"Census Tract 141.05, Jackson County, Missouri",0.1745,0.5576,0.3653,0.2918,0.2495
29,MISSOURI,MO,29051,Cole,29051020300,"Census Tract 203, Cole County, Missouri",0.4225,0.4337,0.428,0.0922,0.2502
29,MISSOURI,MO,29510,St. Louis City,29510117400,"Census Tract 1174, St. Louis city, Missouri",0.137,0.0713,0.4114,0.7903,0.2509
29,MISSOURI,MO,29189,St. Louis,29189215232,"Census Tract 2152.32, St. Louis County, Missouri",0.0411,0.214,0.861,0.3927,0.2516
29,MISSOURI,MO,29095,Jackson,29095012502,"Census Tract 125.02, Jackson County, Missouri",0.1536,0.6621,0.3746,0.2824,0.2523
29,MISSOURI,MO,29019,Boone,29019001803,"Census Tract 18.03, Boone County, Missouri",0.3028,0.1873,0.4287,0.3451,0.2531
29,MISSOURI,MO,29099,Jefferson,29099700401,"Census Tract 7004.01, Jefferson County, Missouri",0.4405,0.0533,0.2788,0.4993,0.2538
29,MISSOURI,MO,29041,Chariton,29041470100,"Census Tract 4701, Chariton County, Missouri",0.3655,0.3422,0.0187,0.4481,0.2545
29,MISSOURI,MO,29099,Jefferson,29099700801,"Census Tract 7008.01, Jefferson County, Missouri",0.5184,0.2471,0.0375,0.3177,0.2552
29,MISSOURI,MO,29183,St. Charles,29183310502,"Census Tract 3105.02, St. Charles County, Missouri",0.1932,0.1073,0.6383,0.4611,0.2559
29,MISSOURI,MO,29189,St. Louis,29189221201,"Census Tract 2212.01, St. Louis County, Missouri",0.0829,0.4135,0.098,0.7738,0.2567
29,MISSOURI,MO,29189,St. Louis,29189220802,"Census Tract 2208.02, St. Louis County, Missouri",0.274,0.2154,0.8437,0.1412,0.2574
29,MISSOURI,MO,29095,Jackson,29095015000,"Census Tract 150, Jackson County, Missouri",0.3201,0.3739,0.0843,0.4431,0.2581
29,MISSOURI,MO,29029,Camden,29029951100,"Census Tract 9511, Camden County, Missouri",0.4218,0.3105,0.2983,0.2291,0.2588
29,MISSOURI,MO,29029,Camden,29029951200,"Census Tract 9512, Camden County, Missouri",0.2956,0.6333,0.0569,0.3415,0.2596
29,MISSOURI,MO,29189,St. Louis,29189217932,"Census Tract 2179.32, St. Louis County, Missouri",0.0656,0.3653,0.6542,0.4143,0.2603
29,MISSOURI,MO,29099,Jefferson,29099700117,"Census Tract 7001.17, Jefferson County, Missouri",0.3807,0.2716,0.6203,0.134,0.261
29,MISSOURI,MO,29189,St. Louis,29189222000,"Census Tract 2220, St. Louis County, Missouri",0.1557,0.397,0.0915,0.6967,0.2617
29,MISSOURI,MO,29021,Buchanan,29021002800,"Census Tract 28, Buchanan County, Missouri",0.2704,0.4431,0.4416,0.2255,0.2624
29,MISSOURI,MO,29095,Jackson,29095014603,"Census Tract 146.03, Jackson County, Missouri",0.2098,0.7824,0.817,0.0382,0.2632
29,MISSOURI,MO,29183,St. Charles,29183311802,"Census Tract 3118.02, St. Charles County, Missouri",0.1983,0.2745,0.4791,0.3977,0.2639
29,MISSOURI,MO,29095,Jackson,29095014111,"Census Tract 141.11, Jackson County, Missouri",0.0663,0.5706,0.3141,0.5403,0.2646
29,MISSOURI,MO,29095,Jackson,29095010002,"Census Tract 100.02, Jackson County, Missouri",0.1824,0.0699,0.7356,0.5245,0.2653
29,MISSOURI,MO,29183,St. Charles,29183312205,"Census Tract 3122.05, St. Charles County, Missouri",0.1521,0.3898,0.6297,0.3163,0.266
29,MISSOURI,MO,29183,St. Charles,29183311154,"Census Tract 3111.54, St. Charles County, Missouri",0.0771,0.2853,0.5339,0.5735,0.2668
29,MISSOURI,MO,29029,Camden,29029950700,"Census Tract 9507, Camden County, Missouri",0.4557,0.6153,0.0079,0.2378,0.2675
29,MISSOURI,MO,29077,Greene,29077003700,"Census Tract 37, Greene County, Missouri",0.1218,0.3732,0.4834,0.4582,0.2682
29,MISSOURI,MO,29077,Greene,29077004801,"Census Tract 48.01, Greene County, Missouri",0.2242,0.2608,0.2205,0.6174,0.2689
29,MISSOURI,MO,29033,Carroll,29033960200,"Census Tract 9602, Carroll County, Missouri",0.3944,0.3991,0.0238,0.4114,0.2696
29,MISSOURI,MO,29095,Jackson,29095014006,"Census Tract 140.06, Jackson County, Missouri",0.2718,0.4899,0.7291,0.103,0.2704
29,MISSOURI,MO,29157,Perry,29157470100,"Census Tract 4701, Perry County, Missouri",0.4304,0.7039,0.013,0.2262,0.2711
29,MISSOURI,MO,29029,Camden,29029950100,"Census Tract 9501, Camden County, Missouri",0.3216,0.4726,0.0793,0.415,0.2718
29,MISSOURI,MO,29021,Buchanan,29021000701,"Census Tract 7.01, Buchanan County, Missouri",0.2076,0.1758,0.2003,0.7522,0.2725
29,MISSOURI,MO,29095,Jackson,29095014204,"Census Tract 142.04, Jackson County, Missouri",0.1665,0.4359,0.5706,0.3228,0.2733
29,MISSOURI,MO,29095,Jackson,29095006600,"Census Tract 66, Jackson County, Missouri",0.2559,0.0295,0.7767,0.5915,0.274
29,MISSOURI,MO,29113,Lincoln,29113810201,"Census Tract 8102.01, Lincoln County, Missouri",0.3533,0.4769,0.3566,0.2097,0.2747
29,MISSOURI,MO,29077,Greene,29077005100,"Census Tract 51, Greene County, Missouri",0.4001,0.3617,0.0346,0.4438,0.2754
29,MISSOURI,MO,29099,Jefferson,29099700302,"Census Tract 7003.02, Jefferson County, Missouri",0.5696,0.3465,0.0108,0.2673,0.2761
